person,dept,eow,cause
Patrolman Cecil W. Singer,"Long Beach Police Department, CA","EOW: Sunday, November 18, 1945",Cause: Motorcycle crash
Autogiro Pilot Ned D. Henderson,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US","EOW: Sunday, November 18, 1945",Cause: Aircraft accident
Lieutenant Vance M. Andrews,"Ohio State Highway Patrol, OH","EOW: Wednesday, November 21, 1945",Cause: Automobile crash
Patrolman Grover Cleveland Hailey,"Winston-Salem Police Department, NC","EOW: Wednesday, November 28, 1945",Cause: Motorcycle crash
Trooper Burr White Harrison,"West Virginia State Police, WV","EOW: Monday, December 3, 1945",Cause: Automobile crash
Sheriff James Lawrence Harber,"Izard County Sheriff's Office, AR","EOW: Tuesday, December 4, 1945",Cause: Gunfire
Officer Revis J. Landry,"Beaumont Police Department, TX","EOW: Tuesday, December 4, 1945",Cause: Struck by train
Deputy Warden L. R. Gumm,"Kentucky Department of Corrections, KY","EOW: Monday, December 17, 1945",Cause: Gunfire
"City Marshal John Calvin Brewer, Sr.","Lexington Police Department, TX","EOW: Thursday, December 20, 1945",Cause: Gunfire
"Deputy Sheriff Matthias Anthony ""Matt"" Stine, Jr.","St. Clair County Sheriff's Department, MI","EOW: Saturday, December 29, 1945",Cause: Struck by train
Town Marshal George Grover Owens,"Brodhead Police Department, KY","EOW: Sunday, December 30, 1945",Cause: Gunfire
Reserve Policeman Norbert John Huseman,"Los Angeles Police Department, CA","EOW: Monday, December 31, 1945",Cause: Gunfire
Patrolman Michael J. Nugent,"Richmond Police Department, CA","EOW: Tuesday, January 1, 1946",Cause: Gunfire
Chief of Police Francisco Rios-Morales,"Puerto Rico Police Department, PR","EOW: Tuesday, January 1, 1946",Cause: Gunfire
Patrolman Benjamin Wallace,"New York City Police Department, NY","EOW: Tuesday, January 8, 1946",Cause: Gunfire
Chief of Police Charles E. Dornon,"Piedmont Police Department, WV","EOW: Wednesday, January 9, 1946",Cause: Assault
Sheriff Leonard James Bulman,"Allamakee County Sheriff's Department, IA","EOW: Saturday, January 19, 1946",Cause: Gunfire
Officer King Brown,"Lawton Police Department, OK","EOW: Monday, January 21, 1946",Cause: Gunfire (Accidental)
Officer Richard H. Pennington,"Vernon Police Department, CA","EOW: Thursday, January 24, 1946",Cause: Gunfire
Patrolman Wallace M. McCarty,"Colorado State Patrol, CO","EOW: Thursday, January 24, 1946",Cause: Vehicular assault
Agent Thomas R. Matthews,"South Dakota Division of Criminal Investigation, SD","EOW: Thursday, January 24, 1946",Cause: Gunfire
Sheriff Dave Malcolm,"Butte County Sheriff's Office, SD","EOW: Thursday, January 24, 1946",Cause: Gunfire
Deputy George Avery Boice,"Kittitas County Sheriff's Department, WA","EOW: Monday, January 28, 1946",Cause: Struck by train
Deputy Sheriff Earl Confer,"Greene County Sheriff's Office, OH","EOW: Tuesday, January 29, 1946",Cause: Gunfire
Police Officer John C. Farris,"Wallace Police Department, ID","EOW: Thursday, January 31, 1946",Cause: Stabbed
"Policeman John W. ""Jack"" Harris","Los Angeles Police Department, CA","EOW: Friday, February 1, 1946",Cause: Gunfire
Patrol Officer Walter B. Harris,"Princeton Borough Police Department, NJ","EOW: Saturday, February 2, 1946",Cause: Gunfire
Policeman Walter H. Kesterson,"Los Angeles Police Department, CA","EOW: Monday, February 4, 1946",Cause: Gunfire
Patrolman John E. West,"Nassau County Police Department, NY","EOW: Monday, February 4, 1946",Cause: Gunfire
"Patrolman Cleophus John ""Clay"" Eifert","Covington Police Department, KY","EOW: Friday, February 8, 1946",Cause: Gunfire
Marshal Raymond Burr Lewis,"Castle Rock Police Department, CO","EOW: Thursday, February 14, 1946",Cause: Gunfire
Policeman Lorenzo Maldonado-Velez,"Puerto Rico Police Department, PR","EOW: Tuesday, February 26, 1946",Cause: Automobile crash
Officer Phillip Farshman,"San Francisco Police Department, CA","EOW: Saturday, March 2, 1946",Cause: Motorcycle crash
Police Officer Edgar Lincoln Peterson,"Cheltenham Township Police Department, PA","EOW: Sunday, March 3, 1946",Cause: Automobile crash
Patrolman Fredrick Blackburn,"Gloucester City Police Department, NJ","EOW: Wednesday, March 6, 1946",Cause: Struck by vehicle
Sheriff Alva Webb Kimerer,"Sutter County Sheriff's Department, CA","EOW: Sunday, March 10, 1946",Cause: Automobile crash
Sergeant Fred P. Guiol,"Los Angeles County Sheriff's Department, CA","EOW: Sunday, March 10, 1946",Cause: Gunfire
Officer Arden D. Weese,"Akron Police Department, OH","EOW: Friday, March 22, 1946",Cause: Automobile crash
Deputy Sheriff Olney Benton Crawford,"Shelby County Sheriff's Office, TN","EOW: Sunday, March 24, 1946",Cause: Vehicular assault
Deputy William Marshall,"Monroe County Sheriff's Office, NY","EOW: Wednesday, April 3, 1946",Cause: Automobile crash
Constable James Lee Thomas,"Jefferson County Constable's Office, TN","EOW: Thursday, April 11, 1946",Cause: Gunfire (Accidental)
Deputy Sheriff Flem Johnson,"Mingo County Sheriff's Office, WV","EOW: Saturday, April 20, 1946",Cause: Gunfire
Police Officer Neal R. Courtney,"St. Louis Metropolitan Police Department, MO","EOW: Friday, April 26, 1946",Cause: Stabbed
Correctional Officer Harold P. Stites,"United States Department of Justice - Federal Bureau of Prisons, US","EOW: Thursday, May 2, 1946",Cause: Gunfire
Deputy Sheriff Robert Frank Clayton,"Polk County Sheriff's Department, TN","EOW: Thursday, May 2, 1946",Cause: Gunfire
Correctional Officer William A. Miller,"United States Department of Justice - Federal Bureau of Prisons, US","EOW: Friday, May 3, 1946",Cause: Gunfire
Deputy City Marshal Robert Lee Buckner,"Desloge Police Department, MO","EOW: Saturday, May 4, 1946",Cause: Heart attack
Sergeant Conrado Burgos-Garcia,"Puerto Rico Police Department, PR","EOW: Tuesday, May 7, 1946",Cause: Gunfire
Patrolman Francis M. Gallup,"Grand Rapids Police Department, MI","EOW: Monday, May 13, 1946",Cause: Motorcycle crash
Police Officer Fred Pack,"Louisa Police Department, KY","EOW: Thursday, May 16, 1946",Cause: Gunfire
Corrections Officer John Oles,"North Dakota State Penitentiary, ND","EOW: Monday, May 27, 1946",Cause: Stabbed
Game Warden Randall E. Shelley,"Maine Department of Inland Fisheries and Wildlife - Warden Service, ME","EOW: Monday, June 3, 1946",Cause: Heart attack
Patrolman Kenneth Earl Payne,"Ann Arbor Police Department, MI","EOW: Tuesday, June 4, 1946",Cause: Motorcycle crash
Officer Loren Cornwell Roosevelt,"California Highway Patrol, CA","EOW: Wednesday, June 5, 1946",Cause: Gunfire
Deputy Sheriff Frank John Miller,"Howard County Sheriff's Office, MD","EOW: Friday, June 7, 1946",Cause: Heart attack
Sheriff Ray Ralph Burton,"Armstrong County Sheriff's Department, TX","EOW: Friday, June 7, 1946",Cause: Struck by train
Police Officer Stephen Cleburn Gable,"Mangum Police Department, OK","EOW: Saturday, June 8, 1946",Cause: Stabbed
Patrolman Myron J. Henderson,"Massillon Police Department, OH","EOW: Wednesday, June 12, 1946",Cause: Gunfire
Night Policeman George Woods,"LaFollette Police Department, TN","EOW: Wednesday, June 12, 1946",Cause: Gunfire
Sheriff Byron Leslie Pierce,"Henry County Sheriff's Department, IL","EOW: Thursday, June 13, 1946",Cause: Gunfire
Trooper Marvin C. Archer,"Illinois State Police, IL","EOW: Tuesday, June 18, 1946",Cause: Gunfire
Officer Ellis V. Dyal,"Jacksonville Police Department, FL","EOW: Saturday, June 22, 1946",Cause: Gunfire
Officer Richard M. Scarborough,"Jacksonville Police Department, FL","EOW: Saturday, June 22, 1946",Cause: Gunfire
Police Officer Charles T. Palamara,"White Plains Police Department, NY","EOW: Wednesday, June 26, 1946",Cause: Motorcycle crash
Patrolman M. Jeff Buie,"Tyler Police Department, TX","EOW: Wednesday, June 26, 1946",Cause: Stabbed
Inspector John R. Johnston,"Oakland Police Department, CA","EOW: Thursday, June 27, 1946",Cause: Gunfire
Patrolman George S. Bell,"Plymouth Police Department, MA","EOW: Saturday, June 29, 1946",Cause: Gunfire
Constable Robert George Kennedy,"Thomasville Police Department, NC","EOW: Saturday, June 29, 1946",Cause: Struck by vehicle
Constable John McChristian Bodenheimer,"Thomasville Police Department, NC","EOW: Tuesday, July 2, 1946",Cause: Automobile crash
Park Police Officer Richard E. Pegue,"Chicago Park District Police Department, IL","EOW: Wednesday, July 3, 1946",Cause: Gunfire
Policeman Frank Cavanagh,"Glendive Police Department, MT","EOW: Wednesday, July 3, 1946",Cause: Gunfire
Chief of Police Shellie Wayne Moxley,"Robbins Police Department, NC","EOW: Wednesday, July 3, 1946",Cause: Gunfire
Sergeant Isaac Price,"New York City Police Department, NY","EOW: Friday, July 5, 1946",Cause: Heart attack
Patrol Officer Frank Chybowski,"South Milwaukee Police Department, WI","EOW: Friday, July 12, 1946",Cause: Motorcycle crash
Officer Frank J. Maus,"California Highway Patrol, CA","EOW: Sunday, July 14, 1946",Cause: Vehicle pursuit
Patrolman William Vaughn,"Centralia Police Department, IL","EOW: Monday, July 15, 1946",Cause: Gunfire
Officer Henry Dow Kennedy,"Mount Airy Police Department, NC","EOW: Tuesday, July 16, 1946",Cause: Vehicle pursuit
Special Deputy John Frederick Mines,"King County Sheriff's Office, WA","EOW: Friday, July 19, 1946",Cause: Aircraft accident
"Special Deputy George H. Yeaman, Jr.","King County Sheriff's Office, WA","EOW: Monday, July 22, 1946",Cause: Aircraft accident
Patrolman John W. Costabile,"Chicago Heights Police Department, IL","EOW: Sunday, July 28, 1946",Cause: Gunfire
Patrolman William F. Schreiber,"Stratford Police Department, CT","EOW: Wednesday, July 31, 1946",Cause: Gunfire
Sergeant John Holcombe Woodson,"Southern Railway Police Department, RR","EOW: Monday, August 5, 1946",Cause: Gunfire
Reserve Policeman George Booker Mogle,"Los Angeles Police Department, CA","EOW: Wednesday, August 7, 1946",Cause: Gunfire
Patrolman Charles Nelson Doughty,"Newport News Police Department, VA","EOW: Sunday, August 11, 1946",Cause: Gunfire
Police Officer Howard B. Hammond,"Houston Police Department, TX","EOW: Sunday, August 18, 1946",Cause: Gunfire
Patrolman Arnold Jackson Dorman,"Opp Police Department, AL","EOW: Tuesday, August 20, 1946",Cause: Gunfire
Patrolman Leslie Delbert Bugg,"New Mexico State Police, NM","EOW: Wednesday, August 21, 1946",Cause: Motorcycle crash
Captain Jacinto Alvarez-Alvarez,"Puerto Rico Police Department, PR","EOW: Wednesday, August 21, 1946",Cause: Gunfire
Patrolman Michael Zawoltk,"New York City Police Department, NY","EOW: Sunday, August 25, 1946",Cause: Struck by vehicle
Detective Angel L. Collazo-Mendoza,"Puerto Rico Police Department, PR","EOW: Saturday, August 31, 1946",Cause: Gunfire
Officer Donald W. Downs,"Metropolitan Police Department, DC","EOW: Sunday, September 1, 1946",Cause: Vehicular assault
Police Officer Jerry St. Clair,"Tulsa Police Department, OK","EOW: Monday, September 2, 1946",Cause: Gunfire
Patrolman Lewis Ray Beddow,"Henrico County Police Department, VA","EOW: Sunday, September 8, 1946",Cause: Vehicular assault
Sheriff O. Gay Hovatter,"Tucker County Sheriff's Department, WV","EOW: Monday, September 9, 1946",Cause: Gunfire
Sergeant Joseph Pierce Horne,"West Virginia State Police, WV","EOW: Monday, September 9, 1946",Cause: Gunfire
Merchant Policeman James Elbert Wallace,"Seneca Police Department, MO","EOW: Thursday, September 12, 1946",Cause: Gunfire
Detective Sylvester Cormack,"Tulsa Police Department, OK","EOW: Thursday, September 12, 1946",Cause: Gunfire
Deputy Sheriff Mitchell Leroy Smith,"Gila County Sheriff's Office, AZ","EOW: Friday, September 13, 1946",Cause: Vehicular assault
Deputy Sheriff Howard H. Smith,"Winnebago County Sheriff's Office, IL","EOW: Monday, September 16, 1946",Cause: Fall
Officer Stephen W. Sodel,"California Highway Patrol, CA","EOW: Tuesday, September 17, 1946",Cause: Gunfire
Patrolman Walter C. Wise,"Jefferson County Police Department, KY","EOW: Thursday, September 19, 1946",Cause: Motorcycle crash
Officer Edwin Cecil Garrison,"DeKalb County Police Department, GA","EOW: Friday, September 20, 1946",Cause: Motorcycle crash
Police Officer Raymond T. Moriarty,"Springfield Police Department, MA","EOW: Friday, September 20, 1946",Cause: Struck by vehicle
Patrolman Warren B. Hickman,"Havana Police Department, IL","EOW: Sunday, September 22, 1946",Cause: Struck by vehicle
Patrolman William E. J. Brophy,"New York City Police Department, NY","EOW: Sunday, September 22, 1946",Cause: Automobile crash
Officer Richard L. Simpson,"California Highway Patrol, CA","EOW: Wednesday, September 25, 1946",Cause: Motorcycle crash
Policeman Rafael A. Pacheco-Velez,"Puerto Rico Police Department, PR","EOW: Wednesday, September 25, 1946",Cause: Automobile crash
Lieutenant Herman W. Ziebell,"Forest Park Police Department, IL","EOW: Monday, September 30, 1946",Cause: Gunfire
Sergeant William F. Healey,"Boston Police Department, MA","EOW: Wednesday, October 2, 1946",Cause: Gunfire
Trooper William Hawthorne Andrews,"Virginia State Police, VA","EOW: Thursday, October 3, 1946",Cause: Automobile crash
Chief of Police John Fulton Woods,"Norfolk Police Department, VA","EOW: Friday, October 4, 1946",Cause: Automobile crash
Officer Elmer Forsman,"Fresno Police Department, CA","EOW: Monday, October 7, 1946",Cause: Motorcycle crash
Patrolman George T. Hunter,"New York City Police Department, NY","EOW: Saturday, October 12, 1946",Cause: Gunfire
Officer William L. Reardon,"California Highway Patrol, CA","EOW: Sunday, October 20, 1946",Cause: Vehicular assault
Patrolman William Cahill,"Jersey City Police Department, NJ","EOW: Saturday, October 26, 1946",Cause: Heart attack
Trooper Forrest F. Spencer,"Illinois State Police, IL","EOW: Sunday, October 27, 1946",Cause: Struck by vehicle
Patrolman Daniel B. Laird,"West Orange Police Department, NJ","EOW: Monday, October 28, 1946",Cause: Automobile crash
Officer Harry E. Hamilton,"Metropolitan Police Department, DC","EOW: Friday, November 1, 1946",Cause: Vehicular assault
Police Officer John Milledge,"Miami Police Department, FL","EOW: Friday, November 1, 1946",Cause: Gunfire
Immigration Inspector Marion Jabez Jones,"United States Department of Justice - Immigration and Naturalization Service, US","EOW: Friday, November 1, 1946",Cause: Struck by vehicle
Patrolman Robert G. Steele,"Montana Highway Patrol, MT","EOW: Saturday, November 2, 1946",Cause: Gunfire
Sergeant Charles Hubert Garrison,"Visalia Police Department, CA","EOW: Tuesday, November 5, 1946",Cause: Gunfire
Sergeant Sumpter Burns,"Columbus Police Department, GA","EOW: Wednesday, November 6, 1946",Cause: Motorcycle crash
Officer Oswald J. Anderson,"Renton Police Department, WA","EOW: Wednesday, November 6, 1946",Cause: Aircraft accident
Park Police Officer Robert E. Oman,"Chicago Park District Police Department, IL","EOW: Thursday, November 7, 1946",Cause: Motorcycle crash
"Police Officer J. Harry McWilliams, Sr.","Atlanta Police Department, GA","EOW: Wednesday, November 13, 1946",Cause: Motorcycle crash
Patrolman James Gustave,"Plains Township Police Department, PA","EOW: Sunday, November 17, 1946",Cause: Struck by vehicle
Sergeant Edward G. Leap,"Merced Police Department, CA","EOW: Tuesday, November 19, 1946",Cause: Struck by train
Police Officer Elmer A. Noon,"Baltimore City Police Department, MD","EOW: Wednesday, November 20, 1946",Cause: Heart attack
Patrolman Clifton L. Massey,"Roanoke Rapids Police Department, NC","EOW: Thursday, November 21, 1946",Cause: Gunfire
Warden Alfred J. Perkins,"New Jersey Divison of Fish and Wildlife, NJ","EOW: Saturday, November 23, 1946",Cause: Automobile crash
Deputy Warden Oran Gant,"New Jersey Divison of Fish and Wildlife, NJ","EOW: Saturday, November 23, 1946",Cause: Automobile crash
Guard Benjamin Franklin LaRue,"Texas Department of Criminal Justice, TX","EOW: Saturday, November 23, 1946",Cause: Assault
Patrolman Francis M. O'Hara,"New York City Police Department, NY","EOW: Monday, November 25, 1946",Cause: Explosion
Lieutenant Charles R. Michie,"New York City Police Department, NY","EOW: Monday, November 25, 1946",Cause: Heart attack
Patrolman Peter J. Knudsen,"New York City Police Department, NY","EOW: Monday, November 25, 1946",Cause: Explosion
Patrolman C. C. Solomon,"Selma Police Department, AL","EOW: Tuesday, November 26, 1946",Cause: Gunfire
City Marshal Dewitt Clinton Early,"Bellevue City Marshal's Office, TX","EOW: Wednesday, December 4, 1946",Cause: Gunfire
Trooper Herbert Wade Smith,"Indiana State Police, IN","EOW: Thursday, December 5, 1946",Cause: Gunfire
Policeman Charles W. Brown,"Philadelphia Police Department, PA","EOW: Thursday, December 5, 1946",Cause: Gunfire (Accidental)
Patrolman Edward McAuliff,"New York City Police Department, NY","EOW: Sunday, December 8, 1946",Cause: Assault
Patrolman Auldon LeGrande,"Louisville Police Department, KY","EOW: Tuesday, December 10, 1946",Cause: Motorcycle crash
Detective George W. Perkins,"Norfolk Police Department, VA","EOW: Thursday, December 12, 1946",Cause: Automobile crash
